Format Version,1.23,Take Name,Take 2020-10-05 02.17.12 PM,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-10-05 02.17.13.348 PM,Total Frames in Take,5032,Total Exported Frames,5032,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
2782,11.128000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,11.132000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,11.136000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,11.140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,11.144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,11.148000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,11.152000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,11.156000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,11.160000,3.564374,1.187527,0.856221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,11.164000,3.549239,1.181417,0.873373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,11.168000,3.534019,1.174868,0.890340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,11.172000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,11.176000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,11.180000,3.490843,1.156757,0.942221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,11.184000,3.475176,1.150275,0.956955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,11.188000,3.460035,1.144407,0.972918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,11.192000,3.445341,1.138070,0.989144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,11.196000,3.430611,1.131746,1.005234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,11.200000,3.416381,1.125616,1.021153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,11.204000,3.401653,1.119335,1.036896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,11.208000,3.386919,1.113198,1.052186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,11.212000,3.372009,1.106613,1.067439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,11.216000,3.357254,1.100423,1.082652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,11.220000,3.342558,1.094228,1.097740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,11.224000,3.327637,1.087782,1.112478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,11.228000,3.312776,1.081639,1.127244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,11.232000,3.298202,1.075452,1.142395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,11.236000,3.283226,1.068902,1.156652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,11.240000,3.268746,1.062876,1.169962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,11.244000,3.255019,1.055883,1.183866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,11.248000,3.240493,1.049589,1.197652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,11.252000,3.225093,1.043955,1.211689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,11.256000,3.210183,1.038017,1.224787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,11.260000,3.194942,1.031915,1.237693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,11.264000,3.180525,1.025591,1.251025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,11.268000,3.166334,1.019251,1.264213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,11.272000,3.151953,1.013175,1.277096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,11.276000,3.137361,1.007306,1.289678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,11.280000,3.122850,1.001124,1.302122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,11.284000,3.108177,0.994791,1.314282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,11.288000,3.093643,0.988510,1.326357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,11.292000,3.079070,0.982332,1.338346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,11.296000,3.064352,0.976149,1.350062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,11.300000,3.049751,0.969843,1.361689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,11.304000,3.035496,0.963666,1.373744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,11.308000,3.020927,0.957392,1.384507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,11.312000,3.006516,0.951939,1.395157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,11.316000,2.991854,0.946253,1.406082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,11.320000,2.977775,0.939003,1.417101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,11.324000,2.963327,0.932970,1.427924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,11.328000,2.948470,0.926823,1.438145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,11.332000,2.933601,0.920544,1.448207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,11.336000,2.919215,0.914369,1.458328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,11.340000,2.905330,0.908235,1.468557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,11.344000,2.891171,0.902416,1.478357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,11.348000,2.876777,0.896534,1.487932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,11.352000,2.862267,0.890268,1.497263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,11.356000,2.847771,0.884013,1.506533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,11.360000,2.833315,0.877860,1.515694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,11.364000,2.818874,0.871719,1.524560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,11.368000,2.804446,0.865601,1.533369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,11.372000,2.790043,0.859349,1.542025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,11.376000,2.775852,0.853294,1.550595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,11.380000,2.761633,0.847316,1.558843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,11.384000,2.747206,0.841304,1.566757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,11.388000,2.732937,0.835196,1.574592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,11.392000,2.719587,0.828046,1.583052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,11.396000,2.704710,0.822993,1.590558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,11.400000,2.689929,0.816943,1.597882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,11.404000,2.675231,0.810775,1.604919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,11.408000,2.660959,0.804623,1.612090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,11.412000,2.647136,0.798475,1.619262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,11.416000,2.633303,0.792771,1.626243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,11.420000,2.619070,0.786922,1.632838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,11.424000,2.604733,0.780871,1.639278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,11.428000,2.590341,0.774745,1.645543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,11.432000,2.576095,0.768658,1.651856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,11.436000,2.561912,0.762495,1.657829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,11.440000,2.547532,0.756412,1.663621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,11.444000,2.533239,0.750270,1.669171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,11.448000,2.519149,0.744404,1.674811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,11.452000,2.505152,0.738382,1.680221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,11.456000,2.490940,0.732431,1.685333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,11.460000,2.476840,0.726537,1.690307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,11.464000,2.463073,0.720347,1.695479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,11.468000,2.448789,0.714463,1.700334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,11.472000,2.434333,0.708515,1.704865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,11.476000,2.419699,0.702440,1.708934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,11.480000,2.405526,0.696320,1.713235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,11.484000,2.391969,0.690243,1.717541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,11.488000,2.378171,0.684514,1.721503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,11.492000,2.364333,0.679002,1.725250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,11.496000,2.350026,0.673042,1.728713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,11.500000,2.335753,0.667046,1.732151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,11.504000,2.321598,0.660962,1.735556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,11.508000,2.307618,0.654988,1.738710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,11.512000,2.293528,0.648920,1.741582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,11.516000,2.279334,0.642724,1.744228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,11.520000,2.265216,0.636804,1.746961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,11.524000,2.251340,0.631011,1.749344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,11.528000,2.237330,0.625150,1.751649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,11.532000,2.223404,0.619217,1.753857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,11.536000,2.209520,0.613269,1.756005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,11.540000,2.195773,0.607386,1.757936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,11.544000,2.181450,0.601525,1.759686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,11.548000,2.166991,0.595600,1.760981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,11.552000,2.152978,0.589656,1.762387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,11.556000,2.139268,0.583478,1.763700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,11.560000,2.125743,0.577750,1.764825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,11.564000,2.112287,0.572263,1.765662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,11.568000,2.098113,0.566606,1.766433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,11.572000,2.083941,0.560676,1.766932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,11.576000,2.069961,0.554804,1.767498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,11.580000,2.055957,0.548862,1.767837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,11.584000,2.042123,0.542822,1.767797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,11.588000,2.028055,0.536753,1.767590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,11.592000,2.014267,0.530881,1.767382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,11.596000,2.000362,0.525146,1.766889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,11.600000,1.986445,0.519434,1.766353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,11.604000,1.972720,0.513672,1.765631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,11.608000,1.959036,0.507662,1.764997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,11.612000,1.945182,0.501746,1.764172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,11.616000,1.931326,0.496048,1.762958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,11.620000,1.917235,0.490208,1.761722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,11.624000,1.903009,0.484231,1.760088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,11.628000,1.889342,0.478274,1.758593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,11.632000,1.875993,0.472375,1.756920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,11.636000,1.862424,0.467071,1.755002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,11.640000,1.848726,0.461582,1.752905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,11.644000,1.834763,0.455814,1.750539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,11.648000,1.820811,0.450087,1.748233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,11.652000,1.806982,0.444115,1.745775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,11.656000,1.793275,0.438261,1.743057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,11.660000,1.779426,0.432230,1.739920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,11.664000,1.765704,0.426323,1.736777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,11.668000,1.752059,0.420763,1.733491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,11.672000,1.738188,0.415199,1.730077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,11.676000,1.724536,0.409490,1.726553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,11.680000,1.710680,0.403686,1.723054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,11.684000,1.697347,0.397757,1.719389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,11.688000,1.683506,0.392050,1.715549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,11.692000,1.669801,0.386354,1.711398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,11.696000,1.655840,0.380536,1.707050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,11.700000,1.642832,0.374693,1.702825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,11.704000,1.629497,0.368870,1.698324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,11.708000,1.615184,0.363449,1.693449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,11.712000,1.601668,0.357989,1.688522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,11.716000,1.587967,0.352533,1.683411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,11.720000,1.574166,0.346982,1.678249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,11.724000,1.560491,0.341160,1.672982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,11.728000,1.546884,0.335335,1.667525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,11.732000,1.533190,0.329490,1.661655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,11.736000,1.519632,0.323634,1.655624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,11.740000,1.506134,0.318019,1.649480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,11.744000,1.492514,0.312601,1.643222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,11.748000,1.478906,0.307179,1.636954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,11.752000,1.465143,0.301370,1.630546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,11.756000,1.451921,0.295511,1.624227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,11.760000,1.438228,0.289780,1.617555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,11.764000,1.424732,0.284111,1.610597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,11.768000,1.411081,0.278526,1.603579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,11.772000,1.397572,0.272888,1.596345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,11.776000,1.384931,0.267023,1.589247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,11.780000,1.371327,0.261552,1.581647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,11.784000,1.357203,0.256392,1.573878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,11.788000,1.343719,0.251042,1.566030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,11.792000,1.330064,0.245646,1.557998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,11.796000,1.316454,0.239973,1.549935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,11.800000,1.303021,0.234233,1.541799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,11.804000,1.289567,0.228509,1.533330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,11.808000,1.275912,0.222722,1.524500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,11.812000,1.262729,0.217128,1.515565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,11.816000,1.249200,0.211884,1.506484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,11.820000,1.235772,0.206598,1.497355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,11.824000,1.222404,0.201048,1.488299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,11.828000,1.209171,0.195751,1.479165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,11.832000,1.195486,0.189581,1.469760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,11.836000,1.181984,0.183949,1.460102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,11.840000,1.168783,0.178299,1.450188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,11.844000,1.155490,0.172897,1.440353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,11.848000,1.142977,0.166974,1.430488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,11.852000,1.129564,0.161602,1.420175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,11.856000,1.115284,0.156660,1.409541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,11.860000,1.101806,0.151481,1.398966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,11.864000,1.088499,0.146053,1.388216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,11.868000,1.075163,0.140535,1.377410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,11.872000,1.061825,0.135021,1.366603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,11.876000,1.048590,0.129404,1.355488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,11.880000,1.035131,0.123814,1.344095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,11.884000,1.022391,0.118110,1.332607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,11.888000,1.009060,0.112800,1.320711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,11.892000,0.995360,0.108037,1.308555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,11.896000,0.982332,0.102582,1.296750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,11.900000,0.969002,0.097185,1.284828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,11.904000,0.955749,0.091695,1.272721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,11.908000,0.942447,0.085782,1.260315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,11.912000,0.929211,0.080191,1.247952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,11.916000,0.916358,0.075059,1.235353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,11.920000,0.903853,0.069436,1.222704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,11.924000,0.887080,0.062234,1.208774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,11.928000,0.877219,0.059125,1.196475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,11.932000,0.863180,0.054382,1.183006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,11.936000,0.849939,0.048833,1.169733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,11.940000,0.836792,0.043575,1.156155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,11.944000,0.823694,0.038151,1.142573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,11.948000,0.810694,0.032628,1.128968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,11.952000,0.797673,0.027264,1.115080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,11.956000,0.784443,0.021991,1.100722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,11.960000,0.771660,0.016479,1.086360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,11.964000,0.758273,0.011609,1.071274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,11.968000,0.745316,0.006472,1.056724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,11.972000,0.732133,0.001351,1.042159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,11.976000,0.718982,-0.004242,1.027303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,11.980000,0.705755,-0.009920,1.012396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,11.984000,0.692384,-0.015529,0.997437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,11.988000,0.680475,-0.020016,0.982356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,11.992000,0.667135,-0.025356,0.966744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,11.996000,0.650901,-0.033122,0.950004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,12.000000,0.637854,-0.038243,0.934270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,12.004000,0.626032,-0.042064,0.918761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,12.008000,0.613635,-0.046538,0.903009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,12.012000,0.600805,-0.051498,0.886926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,12.016000,0.587772,-0.056848,0.870701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,12.020000,0.574573,-0.062525,0.854304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,12.024000,0.561213,-0.068253,0.837751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,12.028000,0.548372,-0.073382,0.820805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,12.032000,0.535166,-0.078865,0.803173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,12.036000,0.522554,-0.083577,0.785671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,12.040000,0.510179,-0.088120,0.768594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,12.044000,0.497555,-0.092891,0.751440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,12.048000,0.484612,-0.098196,0.734165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,12.052000,0.471822,-0.103276,0.716872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,12.056000,0.458894,-0.108750,0.699243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
