Format Version,1.23,Take Name,Take 2020-10-12 01.44.55 PM,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-10-12 01.44.55.875 PM,Total Frames in Take,4605,Total Exported Frames,4605,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1672,6.688000,,,,,,,,,,,,,,,,,,,,,,,,
1673,6.692000,,,,,,,,,,,,,,,,,,,,,,,,
1674,6.696000,,,,,,,,,,,,,,,,,,,,,,,,
1675,6.700000,,,,,,,,,,,,,,,,,,,,,,,,
1676,6.704000,,,,,,,,,,,,,,,,,,,,,,,,
1677,6.708000,,,,,,,,,,,,,,,,,,,,,,,,
1678,6.712000,,,,,,,,,,,,,,,,,,,,,,,,
1679,6.716000,,,,,,,,,,,,,,,,,,,,,,,,
1680,6.720000,,,,,,,,,,,,,,,,,,,,,,,,
1681,6.724000,,,,,,,,,,,,,,,,,,,,,,,,
1682,6.728000,,,,,,,,,,,,,,,,,,,,,,,,
1683,6.732000,,,,,,,,,,,,,,,,,,,,,,,,
1684,6.736000,,,,,,,,,,,,,,,,,,,,,,,,
1685,6.740000,,,,,,,,,,,,,,,,,,,,,,,,
1686,6.744000,,,,,,,,,,,,,,,,,,,,,,,,
1687,6.748000,,,,,,,,,,,,,,,,,,,,,,,,
1688,6.752000,,,,,,,,,,,,,,,,,,,,,,,,
1689,6.756000,,,,,,,,,,,,,,,,,,,,,,,,
1690,6.760000,,,,,,,,,,,,,,,,,,,,,,,,
1691,6.764000,,,,,,,,,,,,,,,,,,,,,,,,
1692,6.768000,,,,,,,,,,,,,,,,,,,,,,,,
1693,6.772000,,,,,,,,,,,,,,,,,,,,,,,,
1694,6.776000,,,,,,,,,,,,,,,,,,,,,,,,
1695,6.780000,,,,,,,,,,,,,,,,,,,,,,,,
1696,6.784000,,,,,,,,,,,,,,,,,,,,,,,,
1697,6.788000,,,,,,,,,,,,,,,,,,,,,,,,
1698,6.792000,,,,,,,,,,,,,,,,,,,,,,,,
1699,6.796000,,,,,,,,,,,,,,,,,,,,,,,,
1700,6.800000,,,,,,,,,,,,,,,,,,,,,,,,
1701,6.804000,,,,,,,,,,,,,,,,,,,,,,,,
1702,6.808000,,,,,,,,,,,,,,,,,,,,,,,,
1703,6.812000,,,,,,,,,,,,,,,,,,,,,,,,
1704,6.816000,,,,,,,,,,,,,,,,,,,,,,,,
1705,6.820000,,,,,,,,,,,,,,,,,,,,,,,,
1706,6.824000,,,,,,,,,,,,,,,,,,,,,,,,
1707,6.828000,,,,,,,,,,,,,,,,,,,,,,,,
1708,6.832000,,,,,,,,,,,,,,,,,,,,,,,,
1709,6.836000,,,,,,,,,,,,,,,,,,,,,,,,
1710,6.840000,,,,,,,,,,,,,,,,,,,,,,,,
1711,6.844000,,,,,,,,,,,,,,,,,,,,,,,,
1712,6.848000,,,,,,,,,,,,,,,,,,,,,,,,
1713,6.852000,,,,,,,,,,,,,,,,,,,,,,,,
1714,6.856000,,,,,,,,,,,,,,,,,,,,,,,,
1715,6.860000,,,,,,,,,,,,,,,,,,,,,,,,
1716,6.864000,,,,,,,,,,,,,,,,,,,,,,,,
1717,6.868000,,,,,,,,,,,,,,,,,,,,,,,,
1718,6.872000,,,,,,,,,,,,,,,,,,,,,,,,
1719,6.876000,,,,,,,,,,,,,,,,,,,,,,,,
1720,6.880000,,,,,,,,,,,,,,,,,,,,,,,,
1721,6.884000,,,,,,,,,,,,,,,,,,,,,,,,
1722,6.888000,,,,,,,,,,,,,,,,,,,,,,,,
1723,6.892000,,,,,,,,,,,,,,,,,,,,,,,,
1724,6.896000,,,,,,,,,,,,,,,,,,,,,,,,
1725,6.900000,,,,,,,,,,,,,,,,,,,,,,,,
1726,6.904000,,,,,,,,,,,,,,,,,,,,,,,,
1727,6.908000,,,,,,,,,,,,,,,,,,,,,,,,
1728,6.912000,,,,,,,,,,,,,,,,,,,,,,,,
1729,6.916000,,,,,,,,,,,,,,,,,,,,,,,,
1730,6.920000,,,,,,,,,,,,,,,,,,,,,,,,
1731,6.924000,,,,,,,,,,,,,,,,,,,,,,,,
1732,6.928000,,,,,,,,,,,,,,,,,,,,,,,,
1733,6.932000,,,,,,,,,,,,,,,,,,,,,,,,
1734,6.936000,,,,,,,,,,,,,,,,,,,,,,,,
1735,6.940000,,,,,,,,,,,,,,,,,,,,,,,,
1736,6.944000,,,,,,,,,,,,,,,,,,,,,,,,
1737,6.948000,,,,,,,,,,,,,,,,,,,,,,,,
1738,6.952000,,,,,,,,,,,,,,,,,,,,,,,,
1739,6.956000,,,,,,,,,,,,,,,,,,,,,,,,
1740,6.960000,,,,,,,,,,,,,,,,,,,,,,,,
1741,6.964000,,,,,,,,,,,,,,,,,,,,,,,,
1742,6.968000,,,,,,,,,,,,,,,,,,,,,,,,
1743,6.972000,,,,,,,,,,,,,,,,,,,,,,,,
1744,6.976000,,,,,,,,,,,,,,,,,,,,,,,,
1745,6.980000,,,,,,,,,,,,,,,,,,,,,,,,
1746,6.984000,,,,,,,,,,,,,,,,,,,,,,,,
1747,6.988000,,,,,,,,,,,,,,,,,,,,,,,,
1748,6.992000,,,,,,,,,,,,,,,,,,,,,,,,
1749,6.996000,,,,,,,,,,,,,,,,,,,,,,,,
1750,7.000000,,,,,,,,,,,,,,,,,,,,,,,,
1751,7.004000,,,,,,,,,,,,,,,,,,,,,,,,
1752,7.008000,,,,,,,,,,,,,,,,,,,,,,,,
1753,7.012000,,,,,,,,,,,,,,,,,,,,,,,,
1754,7.016000,,,,,,,,,,,,,,,,,,,,,,,,
1755,7.020000,,,,,,,,,,,,,,,,,,,,,,,,
1756,7.024000,,,,,,,,,,,,,,,,,,,,,,,,
1757,7.028000,,,,,,,,,,,,,,,,,,,,,,,,
1758,7.032000,,,,,,,,,,,,,,,,,,,,,,,,
1759,7.036000,,,,,,,,,,,,,,,,,,,,,,,,
1760,7.040000,,,,,,,,,,,,,,,,,,,,,,,,
1761,7.044000,,,,,,,,,,,,,,,,,,,,,,,,
1762,7.048000,,,,,,,,,,,,,,,,,,,,,,,,
1763,7.052000,,,,,,,,,,,,,,,,,,,,,,,,
1764,7.056000,,,,,,,,,,,,,,,,,,,,,,,,
1765,7.060000,,,,,,,,,,,,,,,,,,,,,,,,
1766,7.064000,,,,,,,,,,,,,,,,,,,,,,,,
1767,7.068000,,,,,,,,,,,,,,,,,,,,,,,,
1768,7.072000,,,,,,,,,,,,,,,,,,,,,,,,
1769,7.076000,,,,,,,,,,,,,,,,,,,,,,,,
1770,7.080000,,,,,,,,,,,,,,,,,,,,,,,,
1771,7.084000,,,,,,,,,,,,,,,,,,,,,,,,
1772,7.088000,,,,,,,,,,,,,,,,,,,,,,,,
1773,7.092000,,,,,,,,,,,,,,,,,,,,,,,,
1774,7.096000,,,,,,,,,,,,,,,,,,,,,,,,
1775,7.100000,,,,,,,,,,,,,,,,,,,,,,,,
1776,7.104000,,,,,,,,,,,,,,,,,,,,,,,,
1777,7.108000,,,,,,,,,,,,,,,,,,,,,,,,
1778,7.112000,,,,,,,,,,,,,,,,,,,,,,,,
1779,7.116000,,,,,,,,,,,,,,,,,,,,,,,,
1780,7.120000,,,,,,,,,,,,,,,,,,,,,,,,
1781,7.124000,,,,,,,,,,,,,,,,,,,,,,,,
1782,7.128000,,,,,,,,,,,,,,,,,,,,,,,,
1783,7.132000,,,,,,,,,,,,,,,,,,,,,,,,
1784,7.136000,,,,,,,,,,,,,,,,,,,,,,,,
1785,7.140000,,,,,,,,,,,,,,,,,,,,,,,,
1786,7.144000,,,,,,,,,,,,,,,,,,,,,,,,
1787,7.148000,,,,,,,,,,,,,,,,,,,,,,,,
1788,7.152000,,,,,,,,,,,,,,,,,,,,,,,,
1789,7.156000,,,,,,,,,,,,,,,,,,,,,,,,
1790,7.160000,,,,,,,,,,,,,,,,,,,,,,,,
1791,7.164000,,,,,,,,,,,,,,,,,,,,,,,,
1792,7.168000,,,,,,,,,,,,,,,,,,,,,,,,
1793,7.172000,,,,,,,,,,,,,,,,,,,,,,,,
1794,7.176000,,,,,,,,,,,,,,,,,,,,,,,,
1795,7.180000,,,,,,,,,,,,,,,,,,,,,,,,
1796,7.184000,,,,,,,,,,,,,,,,,,,,,,,,
1797,7.188000,,,,,,,,,,,,,,,,,,,,,,,,
1798,7.192000,,,,,,,,,,,,,,,,,,,,,,,,
1799,7.196000,,,,,,,,,,,,,,,,,,,,,,,,
1800,7.200000,,,,,,,,,,,,,,,,,,,,,,,,
1801,7.204000,,,,,,,,,,,,,,,,,,,,,,,,
1802,7.208000,,,,,,,,,,,,,,,,,,,,,,,,
1803,7.212000,,,,,,,,,,,,,,,,,,,,,,,,
1804,7.216000,,,,,,,,,,,,,,,,,,,,,,,,
1805,7.220000,,,,,,,,,,,,,,,,,,,,,,,,
1806,7.224000,,,,,,,,,,,,,,,,,,,,,,,,
1807,7.228000,,,,,,,,,,,,,,,,,,,,,,,,
1808,7.232000,,,,,,,,,,,,,,,,,,,,,,,,
1809,7.236000,,,,,,,,,,,,,,,,,,,,,,,,
1810,7.240000,,,,,,,,,,,,,,,,,,,,,,,,
1811,7.244000,,,,,,,,,,,,,,,,,,,,,,,,
1812,7.248000,,,,,,,,,,,,,,,,,,,,,,,,
1813,7.252000,,,,,,,,,,,,,,,,,,,,,,,,
1814,7.256000,,,,,,,,,,,,,,,,,,,,,,,,
1815,7.260000,,,,,,,,,,,,,,,,,,,,,,,,
1816,7.264000,,,,,,,,,,,,,,,,,,,,,,,,
1817,7.268000,,,,,,,,,,,,,,,,,,,,,,,,
1818,7.272000,,,,,,,,,,,,,,,,,,,,,,,,
1819,7.276000,,,,,,,,,,,,,,,,,,,,,,,,
1820,7.280000,,,,,,,,,,,,,,,,,,,,,,,,
1821,7.284000,,,,,,,,,,,,,,,,,,,,,,,,
1822,7.288000,,,,,,,,,,,,,,,,,,,,,,,,
1823,7.292000,,,,,,,,,,,,,,,,,,,,,,,,
1824,7.296000,,,,,,,,,,,,,,,,,,,,,,,,
1825,7.300000,,,,,,,,,,,,,,,,,,,,,,,,
1826,7.304000,,,,,,,,,,,,,,,,,,,,,,,,
1827,7.308000,,,,,,,,,,,,,,,,,,,,,,,,
1828,7.312000,,,,,,,,,,,,,,,,,,,,,,,,
1829,7.316000,,,,,,,,,,,,,,,,,,,,,,,,
1830,7.320000,,,,,,,,,,,,,,,,,,,,,,,,
1831,7.324000,,,,,,,,,,,,,,,,,,,,,,,,
1832,7.328000,,,,,,,,,,,,,,,,,,,,,,,,
1833,7.332000,,,,,,,,,,,,,,,,,,,,,,,,
1834,7.336000,,,,,,,,,,,,,,,,,,,,,,,,
1835,7.340000,,,,,,,,,,,,,,,,,,,,,,,,
1836,7.344000,,,,,,,,,,,,,,,,,,,,,,,,
1837,7.348000,,,,,,,,,,,,,,,,,,,,,,,,
1838,7.352000,,,,,,,,,,,,,,,,,,,,,,,,
1839,7.356000,,,,,,,,,,,,,,,,,,,,,,,,
1840,7.360000,,,,,,,,,,,,,,,,,,,,,,,,
1841,7.364000,,,,,,,,,,,,,,,,,,,,,,,,
1842,7.368000,,,,,,,,,,,,,,,,,,,,,,,,
1843,7.372000,,,,,,,,,,,,,,,,,,,,,,,,
1844,7.376000,,,,,,,,,,,,,,,,,,,,,,,,
1845,7.380000,,,,,,,,,,,,,,,,,,,,,,,,
1846,7.384000,,,,,,,,,,,,,,,,,,,,,,,,
1847,7.388000,,,,,,,,,,,,,,,,,,,,,,,,
1848,7.392000,,,,,,,,,,,,,,,,,,,,,,,,
1849,7.396000,,,,,,,,,,,,,,,,,,,,,,,,
1850,7.400000,,,,,,,,,,,,,,,,,,,,,,,,
1851,7.404000,,,,,,,,,,,,,,,,,,,,,,,,
1852,7.408000,,,,,,,,,,,,,,,,,,,,,,,,
1853,7.412000,,,,,,,,,,,,,,,,,,,,,,,,
1854,7.416000,,,,,,,,,,,,,,,,,,,,,,,,
1855,7.420000,,,,,,,,,,,,,,,,,,,,,,,,
1856,7.424000,,,,,,,,,,,,,,,,,,,,,,,,
1857,7.428000,,,,,,,,,,,,,,,,,,,,,,,,
1858,7.432000,,,,,,,,,,,,,,,,,,,,,,,,
1859,7.436000,,,,,,,,,,,,,,,,,,,,,,,,
1860,7.440000,,,,,,,,,,,,,,,,,,,,,,,,
1861,7.444000,,,,,,,,,,,,,,,,,,,,,,,,
1862,7.448000,,,,,,,,,,,,,,,,,,,,,,,,
1863,7.452000,,,,,,,,,,,,,,,,,,,,,,,,
1864,7.456000,,,,,,,,,,,,,,,,,,,,,,,,
1865,7.460000,,,,,,,,,,,,,,,,,,,,,,,,
1866,7.464000,,,,,,,,,,,,,,,,,,,,,,,,
1867,7.468000,,,,,,,,,,,,,,,,,,,,,,,,
1868,7.472000,,,,,,,,,,,,,,,,,,,,,,,,
1869,7.476000,,,,,,,,,,,,,,,,,,,,,,,,
1870,7.480000,,,,,,,,,,,,,,,,,,,,,,,,
1871,7.484000,,,,,,,,,,,,,,,,,,,,,,,,
1872,7.488000,,,,,,,,,,,,,,,,,,,,,,,,
1873,7.492000,,,,,,,,,,,,,,,,,,,,,,,,
1874,7.496000,,,,,,,,,,,,,,,,,,,,,,,,
1875,7.500000,,,,,,,,,,,,,,,,,,,,,,,,
1876,7.504000,,,,,,,,,,,,,,,,,,,,,,,,
1877,7.508000,,,,,,,,,,,,,,,,,,,,,,,,
1878,7.512000,,,,,,,,,,,,,,,,,,,,,,,,
1879,7.516000,,,,,,,,,,,,,,,,,,,,,,,,
1880,7.520000,,,,,,,,,,,,,,,,,,,,,,,,
1881,7.524000,,,,,,,,,,,,,,,,,,,,,,,,
1882,7.528000,,,,,,,,,,,,,,,,,,,,,,,,
1883,7.532000,,,,,,,,,,,,,,,,,,,,,,,,
1884,7.536000,,,,,,,,,,,,,,,,,,,,,,,,
1885,7.540000,,,,,,,,,,,,,,,,,,,,,,,,
1886,7.544000,,,,,,,,,,,,,,,,,,,,,,,,
1887,7.548000,,,,,,,,,,,,,,,,,,,,,,,,
1888,7.552000,,,,,,,,,,,,,,,,,,,,,,,,
1889,7.556000,,,,,,,,,,,,,,,,,,,,,,,,
1890,7.560000,,,,,,,,,,,,,,,,,,,,,,,,
1891,7.564000,,,,,,,,,,,,,,,,,,,,,,,,
1892,7.568000,,,,,,,,,,,,,,,,,,,,,,,,
1893,7.572000,,,,,,,,,,,,,,,,,,,,,,,,
1894,7.576000,,,,,,,,,,,,,,,,,,,,,,,,
1895,7.580000,,,,,,,,,,,,,,,,,,,,,,,,
1896,7.584000,,,,,,,,,,,,,,,,,,,,,,,,
1897,7.588000,,,,,,,,,,,,,,,,,,,,,,,,
1898,7.592000,,,,,,,,,,,,,,,,,,,,,,,,
1899,7.596000,,,,,,,,,,,,,,,,,,,,,,,,
1900,7.600000,,,,,,,,,,,,,,,,,,,,,,,,
1901,7.604000,,,,,,,,,,,,,,,,,,,,,,,,
1902,7.608000,,,,,,,,,,,,,,,,,,,,,,,,
1903,7.612000,,,,,,,,,,,,,,,,,,,,,,,,
1904,7.616000,,,,,,,,,,,,,,,,,,,,,,,,
1905,7.620000,,,,,,,,,,,,,,,,,,,,,,,,
1906,7.624000,,,,,,,,,,,,,,,,,,,,,,,,
1907,7.628000,,,,,,,,,,,,,,,,,,,,,,,,
1908,7.632000,,,,,,,,,,,,,,,,,,,,,,,,
1909,7.636000,,,,,,,,,,,,,,,,,,,,,,,,
1910,7.640000,,,,,,,,,,,,,,,,,,,,,,,,
1911,7.644000,,,,,,,,,,,,,,,,,,,,,,,,
1912,7.648000,,,,,,,,,,,,,,,,,,,,,,,,
1913,7.652000,,,,,,,,,,,,,,,,,,,,,,,,
1914,7.656000,,,,,,,,,,,,,,,,,,,,,,,,
1915,7.660000,,,,,,,,,,,,,,,,,,,,,,,,
1916,7.664000,,,,,,,,,,,,,,,,,,,,,,,,
1917,7.668000,,,,,,,,,,,,,,,,,,,,,,,,
1918,7.672000,,,,,,,,,,,,,,,,,,,,,,,,
1919,7.676000,,,,,,,,,,,,,,,,,,,,,,,,
1920,7.680000,,,,,,,,,,,,,,,,,,,,,,,,
1921,7.684000,,,,,,,,,,,,,,,,,,,,,,,,
1922,7.688000,,,,,,,,,,,,,,,,,,,,,,,,
1923,7.692000,,,,,,,,,,,,,,,,,,,,,,,,
1924,7.696000,,,,,,,,,,,,,,,,,,,,,,,,
1925,7.700000,,,,,,,,,,,,,,,,,,,,,,,,
1926,7.704000,,,,,,,,,,,,,,,,,,,,,,,,
1927,7.708000,,,,,,,,,,,,,,,,,,,,,,,,
1928,7.712000,,,,,,,,,,,,,,,,,,,,,,,,
1929,7.716000,,,,,,,,,,,,,,,,,,,,,,,,
1930,7.720000,,,,,,,,,,,,,,,,,,,,,,,,
1931,7.724000,,,,,,,,,,,,,,,,,,,,,,,,
1932,7.728000,,,,,,,,,,,,,,,,,,,,,,,,
1933,7.732000,,,,,,,,,,,,,,,,,,,,,,,,
1934,7.736000,,,,,,,,,,,,,,,,,,,,,,,,
1935,7.740000,,,,,,,,,,,,,,,,,,,,,,,,
1936,7.744000,,,,,,,,,,,,,,,,,,,,,,,,
1937,7.748000,,,,,,,,,,,,,,,,,,,,,,,,
1938,7.752000,,,,,,,,,,,,,,,,,,,,,,,,
1939,7.756000,,,,,,,,,,,,,,,,,,,,,,,,
1940,7.760000,,,,,,,,,,,,,,,,,,,,,,,,
1941,7.764000,,,,,,,,,,,,,,,,,,,,,,,,
1942,7.768000,,,,,,,,,,,,,,,,,,,,,,,,
1943,7.772000,,,,,,,,,,,,,,,,,,,,,,,,
1944,7.776000,,,,,,,,,,,,,,,,,,,,,,,,
1945,7.780000,,,,,,,,,,,,,,,,,,,,,,,,
1946,7.784000,,,,,,,,,,,,,,,,,,,,,,,,
1947,7.788000,,,,,,,,,,,,,,,,,,,,,,,,
1948,7.792000,,,,,,,,,,,,,,,,,,,,,,,,
1949,7.796000,,,,,,,,,,,,,,,,,,,,,,,,
1950,7.800000,,,,,,,,,,,,,,,,,,,,,,,,
1951,7.804000,,,,,,,,,,,,,,,,,,,,,,,,
1952,7.808000,,,,,,,,,,,,,,,,,,,,,,,,
1953,7.812000,,,,,,,,,,,,,,,,,,,,,,,,
1954,7.816000,,,,,,,,,,,,,,,,,,,,,,,,
1955,7.820000,,,,,,,,,,,,,,,,,,,,,,,,
1956,7.824000,,,,,,,,,,,,,,,,,,,,,,,,
1957,7.828000,,,,,,,,,,,,,,,,,,,,,,,,
1958,7.832000,,,,,,,,,,,,,,,,,,,,,,,,
1959,7.836000,,,,,,,,,,,,,,,,,,,,,,,,
1960,7.840000,,,,,,,,,,,,,,,,,,,,,,,,
1961,7.844000,,,,,,,,,,,,,,,,,,,,,,,,
1962,7.848000,,,,,,,,,,,,,,,,,,,,,,,,
1963,7.852000,,,,,,,,,,,,,,,,,,,,,,,,
1964,7.856000,,,,,,,,,,,,,,,,,,,,,,,,
1965,7.860000,,,,,,,,,,,,,,,,,,,,,,,,
1966,7.864000,,,,,,,,,,,,,,,,,,,,,,,,
1967,7.868000,,,,,,,,,,,,,,,,,,,,,,,,
1968,7.872000,,,,,,,,,,,,,,,,,,,,,,,,
1969,7.876000,,,,,,,,,,,,,,,,,,,,,,,,
1970,7.880000,,,,,,,,,,,,,,,,,,,,,,,,
1971,7.884000,,,,,,,,,,,,,,,,,,,,,,,,
1972,7.888000,,,,,,,,,,,,,,,,,,,,,,,,
1973,7.892000,,,,,,,,,,,,,,,,,,,,,,,,
1974,7.896000,,,,,,,,,,,,,,,,,,,,,,,,
1975,7.900000,,,,,,,,,,,,,,,,,,,,,,,,
1976,7.904000,,,,,,,,,,,,,,,,,,,,,,,,
1977,7.908000,,,,,,,,,,,,,,,,,,,,,,,,
1978,7.912000,,,,,,,,,,,,,,,,,,,,,,,,
1979,7.916000,,,,,,,,,,,,,,,,,,,,,,,,
1980,7.920000,,,,,,,,,,,,,,,,,,,,,,,,
1981,7.924000,,,,,,,,,,,,,,,,,,,,,,,,
1982,7.928000,,,,,,,,,,,,,,,,,,,,,,,,
1983,7.932000,,,,,,,,,,,,,,,,,,,,,,,,
1984,7.936000,,,,,,,,,,,,,,,,,,,,,,,,
1985,7.940000,,,,,,,,,,,,,,,,,,,,,,,,
1986,7.944000,,,,,,,,,,,,,,,,,,,,,,,,
1987,7.948000,,,,,,,,,,,,,,,,,,,,,,,,
1988,7.952000,,,,,,,,,,,,,,,,,,,,,,,,
1989,7.956000,,,,,,,,,,,,,,,,,,,,,,,,
1990,7.960000,,,,,,,,,,,,,,,,,,,,,,,,
1991,7.964000,,,,,,,,,,,,,,,,,,,,,,,,
1992,7.968000,,,,,,,,,,,,,,,,,,,,,,,,
1993,7.972000,,,,,,,,,,,,,,,,,,,,,,,,
1994,7.976000,,,,,,,,,,,,,,,,,,,,,,,,
1995,7.980000,,,,,,,,,,,,,,,,,,,,,,,,
1996,7.984000,,,,,,,,,,,,,,,,,,,,,,,,
1997,7.988000,,,,,,,,,,,,,,,,,,,,,,,,
1998,7.992000,,,,,,,,,,,,,,,,,,,,,,,,
1999,7.996000,,,,,,,,,,,,,,,,,,,,,,,,
2000,8.000000,,,,,,,,,,,,,,,,,,,,,,,,
2001,8.004000,,,,,,,,,,,,,,,,,,,,,,,,
2002,8.008000,,,,,,,,,,,,,,,,,,,,,,,,
2003,8.012000,,,,,,,,,,,,,,,,,,,,,,,,
2004,8.016000,,,,,,,,,,,,,,,,,,,,,,,,
2005,8.020000,,,,,,,,,,,,,,,,,,,,,,,,
2006,8.024000,,,,,,,,,,,,,,,,,,,,,,,,
2007,8.028000,,,,,,,,,,,,,,,,,,,,,,,,
2008,8.032000,,,,,,,,,,,,,,,,,,,,,,,,
2009,8.036000,,,,,,,,,,,,,,,,,,,,,,,,
2010,8.040000,,,,,,,,,,,,,,,,,,,,,,,,
2011,8.044000,,,,,,,,,,,,,,,,,,,,,,,,
2012,8.048000,,,,,,,,,,,,,,,,,,,,,,,,
2013,8.052000,,,,,,,,,,,,,,,,,,,,,,,,
2014,8.056000,,,,,,,,,,,,,,,,,,,,,,,,
2015,8.060000,,,,,,,,,,,,,,,,,,,,,,,,
2016,8.064000,,,,,,,,,,,,,,,,,,,,,,,,
2017,8.068000,,,,,,,,,,,,,,,,,,,,,,,,
2018,8.072000,,,,,,,,,,,,,,,,,,,,,,,,
2019,8.076000,,,,,,,,,,,,,,,,,,,,,,,,
2020,8.080000,,,,,,,,,,,,,,,,,,,,,,,,
2021,8.084000,,,,,,,,,,,,,,,,,,,,,,,,
2022,8.088000,,,,,,,,,,,,,,,,,,,,,,,,
2023,8.092000,,,,,,,,,,,,,,,,,,,,,,,,
2024,8.096000,,,,,,,,,,,,,,,,,,,,,,,,
2025,8.100000,,,,,,,,,,,,,,,,,,,,,,,,
2026,8.104000,,,,,,,,,,,,,,,,,,,,,,,,
2027,8.108000,,,,,,,,,,,,,,,,,,,,,,,,
2028,8.112000,,,,,,,,,,,,,,,,,,,,,,,,
2029,8.116000,,,,,,,,,,,,,,,,,,,,,,,,
2030,8.120000,,,,,,,,,,,,,,,,,,,,,,,,
2031,8.124000,,,,,,,,,,,,,,,,,,,,,,,,
2032,8.128000,,,,,,,,,,,,,,,,,,,,,,,,
2033,8.132000,,,,,,,,,,,,,,,,,,,,,,,,
2034,8.136000,,,,,,,,,,,,,,,,,,,,,,,,
2035,8.140000,,,,,,,,,,,,,,,,,,,,,,,,
2036,8.144000,,,,,,,,,,,,,,,,,,,,,,,,
2037,8.148000,,,,,,,,,,,,,,,,,,,,,,,,
2038,8.152000,,,,,,,,,,,,,,,,,,,,,,,,
2039,8.156000,,,,,,,,,,,,,,,,,,,,,,,,
2040,8.160000,,,,,,,,,,,,,,,,,,,,,,,,
2041,8.164000,,,,,,,,,,,,,,,,,,,,,,,,
2042,8.168000,,,,,,,,,,,,,,,,,,,,,,,,
2043,8.172000,,,,,,,,,,,,,,,,,,,,,,,,
2044,8.176000,,,,,,,,,,,,,,,,,,,,,,,,
2045,8.180000,,,,,,,,,,,,,,,,,,,,,,,,
2046,8.184000,,,,,,,,,,,,,,,,,,,,,,,,
2047,8.188000,,,,,,,,,,,,,,,,,,,,,,,,
2048,8.192000,,,,,,,,,,,,,,,,,,,,,,,,
2049,8.196000,,,,,,,,,,,,,,,,,,,,,,,,
2050,8.200000,,,,,,,,,,,,,,,,,,,,,,,,
2051,8.204000,,,,,,,,,,,,,,,,,,,,,,,,
2052,8.208000,,,,,,,,,,,,,,,,,,,,,,,,
2053,8.212000,,,,,,,,,,,,,,,,,,,,,,,,
2054,8.216000,,,,,,,,,,,,,,,,,,,,,,,,
2055,8.220000,,,,,,,,,,,,,,,,,,,,,,,,
2056,8.224000,,,,,,,,,,,,,,,,,,,,,,,,
2057,8.228000,,,,,,,,,,,,,,,,,,,,,,,,
2058,8.232000,,,,,,,,,,,,,,,,,,,,,,,,
2059,8.236000,,,,,,,,,,,,,,,,,,,,,,,,
2060,8.240000,,,,,,,,,,,,,,,,,,,,,,,,
2061,8.244000,,,,,,,,,,,,,,,,,,,,,,,,
2062,8.248000,,,,,,,,,,,,,,,,,,,,,,,,
2063,8.252000,,,,,,,,,,,,,,,,,,,,,,,,
2064,8.256000,,,,,,,,,,,,,,,,,,,,,,,,
2065,8.260000,,,,,,,,,,,,,,,,,,,,,,,,
2066,8.264000,,,,,,,,,,,,,,,,,,,,,,,,
2067,8.268000,,,,,,,,,,,,,,,,,,,,,,,,
2068,8.272000,,,,,,,,,,,,,,,,,,,,,,,,
2069,8.276000,,,,,,,,,,,,,,,,,,,,,,,,
2070,8.280000,,,,,,,,,,,,,,,,,,,,,,,,
2071,8.284000,,,,,,,,,,,,,,,,,,,,,,,,
2072,8.288000,,,,,,,,,,,,,,,,,,,,,,,,
2073,8.292000,,,,,,,,,,,,,,,,,,,,,,,,
2074,8.296000,,,,,,,,,,,,,,,,,,,,,,,,
2075,8.300000,,,,,,,,,,,,,,,,,,,,,,,,
2076,8.304000,,,,,,,,,,,,,,,,,,,,,,,,
2077,8.308000,,,,,,,,,,,,,,,,,,,,,,,,
2078,8.312000,,,,,,,,,,,,,,,,,,,,,,,,
2079,8.316000,,,,,,,,,,,,,,,,,,,,,,,,
2080,8.320000,,,,,,,,,,,,,,,,,,,,,,,,
2081,8.324000,,,,,,,,,,,,,,,,,,,,,,,,
2082,8.328000,,,,,,,,,,,,,,,,,,,,,,,,
2083,8.332000,,,,,,,,,,,,,,,,,,,,,,,,
2084,8.336000,,,,,,,,,,,,,,,,,,,,,,,,
2085,8.340000,,,,,,,,,,,,,,,,,,,,,,,,
2086,8.344000,,,,,,,,,,,,,,,,,,,,,,,,
2087,8.348000,,,,,,,,,,,,,,,,,,,,,,,,
2088,8.352000,,,,,,,,,,,,,,,,,,,,,,,,
2089,8.356000,,,,,,,,,,,,,,,,,,,,,,,,
2090,8.360000,,,,,,,,,,,,,,,,,,,,,,,,
2091,8.364000,,,,,,,,,,,,,,,,,,,,,,,,
2092,8.368000,,,,,,,,,,,,,,,,,,,,,,,,
2093,8.372000,,,,,,,,,,,,,,,,,,,,,,,,
2094,8.376000,,,,,,,,,,,,,,,,,,,,,,,,
2095,8.380000,,,,,,,,,,,,,,,,,,,,,,,,
2096,8.384000,,,,,,,,,,,,,,,,,,,,,,,,
2097,8.388000,,,,,,,,,,,,,,,,,,,,,,,,
2098,8.392000,,,,,,,,,,,,,,,,,,,,,,,,
2099,8.396000,,,,,,,,,,,,,,,,,,,,,,,,
2100,8.400000,,,,,,,,,,,,,,,,,,,,,,,,
